observed_on,time_observed_at,quality_grade,latitude,longitude,positional_accuracy,private_latitude,private_longitude,public_positional_accuracy,scientific_name,common_name
2022-03-02,2022-03-02 17:26:44 UTC,research,38.1906704857,-121.4818505556,103,,,103,Nannopterum auritum,Double-crested Cormorant
2022-03-01,2022-03-01 19:23:00 UTC,research,34.1026106834,-118.7062556677,28,,,28,Nycticorax nycticorax,Black-crowned Night Heron
2022-03-02,2022-03-02 19:03:00 UTC,research,37.4569449072,-122.1062158651,35,,,35,Circus hudsonius,Northern Harrier
2022-03-02,2022-03-02 20:17:21 UTC,research,33.2080383333,-117.3943033333,6,,,6,Pelecanus occidentalis,Brown Pelican
2022-03-02,2022-03-02 16:58:46 UTC,research,34.2079133333,-117.86553,,,,,Haliaeetus leucocephalus,Bald Eagle
2022-03-02,2022-03-03 00:23:49 UTC,research,33.5424025124,-117.7891383135,9,,,9,Pelecanus occidentalis,Brown Pelican
2022-03-02,2022-03-02 22:03:47 UTC,research,38.632601423,-121.2324988428,395,,,395,Pandion haliaetus,Osprey
2022-03-02,2022-03-02 21:32:20 UTC,research,38.6341379245,-121.2301521972,114,,,114,Nannopterum auritum,Double-crested Cormorant
2022-03-01,2022-03-01 16:17:00 UTC,research,39.3198375819,-121.8308941449,4,,,4,Falco peregrinus,Peregrine Falcon
2022-03-01,2022-03-01 17:52:00 UTC,research,39.3151990029,-121.8614232723,15,,,15,Nannopterum auritum,Double-crested Cormorant
2022-03-01,2022-03-01 16:24:23 UTC,research,37.2436616667,-119.3623966667,4,,,4,Dryobates albolarvatus,White-headed Woodpecker
2022-03-02,2022-03-02 18:57:00 UTC,research,37.0177262548,-121.9930783366,4,,,28447,Haliaeetus leucocephalus,Bald Eagle
2022-03-01,2022-03-01 18:25:00 UTC,research,39.3263778917,-121.8687564522,15,,,15,Haliaeetus leucocephalus,Bald Eagle
2022-03-01,2022-03-01 18:29:00 UTC,research,39.3234300316,-121.8619027283,8,,,8,Haliaeetus leucocephalus,Bald Eagle
2022-03-01,2022-03-01 18:32:00 UTC,research,39.3238390495,-121.8603615341,8,,,8,Haliaeetus leucocephalus,Bald Eagle
2022-03-01,2022-03-01 21:41:00 UTC,research,39.3033562393,-121.7702526338,386,,,386,Haliaeetus leucocephalus,Bald Eagle
2022-03-02,2022-03-03 01:36:52 UTC,research,33.9206883333,-117.83622,4,,,4,Pandion haliaetus,Osprey
2022-03-02,2022-03-02 21:51:00 UTC,research,32.7563649447,-117.2390473843,81,,,81,Pandion haliaetus,Osprey
2022-03-02,2022-03-02 20:38:14 UTC,research,37.0303305,-122.218995,132,,,132,Circus hudsonius,Northern Harrier
2022-03-02,2022-03-03 01:01:11 UTC,research,37.5124880199,-122.3516806446,22,,,22,Nannopterum auritum,Double-crested Cormorant
2022-03-02,2022-03-03 01:18:44 UTC,research,37.5124656121,-122.3541091245,487,,,487,Haliaeetus leucocephalus,Bald Eagle
2022-03-02,2022-03-03 01:40:21 UTC,research,37.5098845442,-122.3475759454,87,,,87,Circus hudsonius,Northern Harrier
2022-03-02,2022-03-03 01:54:49 UTC,research,37.4906088204,-122.3257510028,31,,,31,Haliaeetus leucocephalus,Bald Eagle
2022-03-02,2022-03-03 00:04:45 UTC,research,37.4333236138,-118.479519876,40835,,,40835,Nycticorax nycticorax,Black-crowned Night Heron
2022-03-02,2022-03-02 23:20:00 UTC,research,37.503775,-122.4873933333,,,,,Rissa tridactyla,Black-legged Kittiwake
2022-03-02,2022-03-02 21:10:42 UTC,research,40.8651869796,-124.1138279522,96,,,96,Mareca penelope,Eurasian Wigeon
2022-03-02,2022-03-03 00:36:00 UTC,research,38.6336869666,-121.2261990789,281,,,281,Nannopterum auritum,Double-crested Cormorant
2022-03-02,2022-03-03 00:22:00 UTC,research,38.6336869666,-121.2261990789,281,,,281,Clangula hyemalis,Long-tailed Duck
2022-03-02,2022-03-03 00:20:00 UTC,research,38.6336869666,-121.2261990789,281,,,281,Nannopterum auritum,Double-crested Cormorant
2022-03-02,2022-03-02 18:59:03 UTC,research,34.0194468885,-118.491191268,5597,,,5597,Pandion haliaetus,Osprey
2022-03-02,2022-03-03 01:08:00 UTC,research,37.6661851013,-122.3912257409,31,,,31,Pelecanus occidentalis,Brown Pelican
2022-03-02,2022-03-02 21:54:19 UTC,research,33.6321883333,-117.8878933333,,,,,Pandion haliaetus,Osprey
2022-03-02,2022-03-02 21:03:48 UTC,research,33.6312616667,-117.8862766667,,,,,Egretta rufescens,Reddish Egret
2022-03-01,2022-03-01 23:17:00 UTC,research,33.700368187,-118.0481600632,442,,,442,Nannopterum auritum,Double-crested Cormorant
2022-03-01,2022-03-01 22:48:00 UTC,research,33.700368187,-118.0481600632,442,,,442,Podiceps auritus,Horned Grebe
2022-03-01,2022-03-02 00:31:00 UTC,research,33.700368187,-118.0481600632,442,,,442,Podiceps auritus,Horned Grebe
2022-03-02,2022-03-02 21:49:00 UTC,research,32.754532076,-117.2417142845,91,,,91,Pandion haliaetus,Osprey
2022-03-01,2022-03-02 00:58:00 UTC,research,40.3709350614,-120.5745720113,1652,,,1652,Haliaeetus leucocephalus,Bald Eagle
2022-03-02,2022-03-03 05:59:24 UTC,research,40.8066910378,-124.0490398694,30,,,27877,Rhyacotriton variegatus,Southern Torrent Salamander
2022-03-02,2022-03-03 00:40:44 UTC,research,37.0426333333,-122.232855,4,,,4,Pelecanus occidentalis,Brown Pelican
2022-03-02,2022-03-02 23:50:00 UTC,research,37.9105160367,-122.3767587549,15,,,15,Nycticorax nycticorax,Black-crowned Night Heron
2022-03-03,2022-03-03 17:58:35 UTC,research,38.114286813,-122.714495217,4,,,28300,Strix occidentalis caurina,Northern Spotted Owl
2022-03-02,2022-03-02 19:10:00 UTC,research,35.3448194444,-120.8414472222,4,,,4,Podiceps auritus,Horned Grebe
2022-03-03,2022-03-03 10:51:40 UTC,research,33.7308608725,-116.3805168,14,,,14,Nycticorax nycticorax,Black-crowned Night Heron
2022-03-03,2022-03-03 18:35:20 UTC,research,33.8083083333,-116.55652,4,,,4,Calypte costae,Costa's Hummingbird
2022-03-01,2022-03-02 00:05:40 UTC,research,37.8036033333,-122.44735,5,,,5,Nycticorax nycticorax,Black-crowned Night Heron
2022-03-02,2022-03-03 05:33:19 UTC,research,37.1225133115,-121.7132852047,1182,,,1182,Pica nuttalli,Yellow-billed Magpie
2022-03-03,2022-03-03 20:21:39 UTC,research,38.4627598774,-122.7760935691,5,,,28240,Taricha rivularis,Red-bellied Newt
2022-03-03,2022-03-03 18:28:00 UTC,research,37.5772883592,-122.1360806766,8,,,28388,Nycticorax nycticorax,Black-crowned Night Heron
2022-03-03,2022-03-03 18:28:00 UTC,research,37.4341061,-122.0982962,1722,,,1722,Nycticorax nycticorax,Black-crowned Night Heron
2022-03-03,2022-03-03 20:54:22 UTC,research,32.8330433727,-117.271271646,13029,,,13029,Pelecanus occidentalis,Brown Pelican
2022-03-03,2022-03-03 20:33:00 UTC,research,32.7515304208,-117.2284081188,61,,,61,Nannopterum auritum,Double-crested Cormorant
2022-03-03,2022-03-03 22:20:00 UTC,research,33.9519559,-117.2640522,25,,,25,Calypte costae,Costa's Hummingbird
2022-03-02,2022-03-02 23:52:59 UTC,research,35.19960895,-120.719946,1731,,,1731,Pelecanus occidentalis,Brown Pelican
2022-03-03,2022-03-03 19:49:00 UTC,research,37.4328295,-122.0915558,382,,,382,Falco columbarius,Merlin
2022-03-03,2022-03-03 17:23:26 UTC,research,34.1860683335,-119.1148432922,304,,,28874,Circus hudsonius,Northern Harrier
2022-03-03,2022-03-03 22:58:34 UTC,research,39.105061425,-123.2549539778,165,,,28151,Taricha rivularis,Red-bellied Newt
2022-03-03,2022-03-03 21:06:59 UTC,research,32.8506374566,-117.2742112966,25,,,25,Larus heermanni,Heermann's Gull
2022-03-03,2022-03-03 20:10:44 UTC,research,32.8504667954,-117.2744280119,44,,,44,Pelecanus occidentalis,Brown Pelican
2022-03-03,2022-03-03 19:42:01 UTC,research,32.8481294643,-117.2769513754,28,,,28,Nannopterum auritum,Double-crested Cormorant
2022-03-03,2022-03-03 22:17:08 UTC,research,40.8593516058,-124.0941855796,82,,,82,Nycticorax nycticorax,Black-crowned Night Heron
2022-03-01,2022-03-02 00:26:00 UTC,research,38.0468046524,-122.1652081911,244,,,244,Nannopterum auritum,Double-crested Cormorant
2022-03-02,2022-03-03 04:01:00 UTC,research,40.4246539,-120.6323356,188,,,188,Cygnus buccinator,Trumpeter Swan
2022-03-03,2022-03-03 22:33:00 UTC,research,32.55226356,-117.1254350757,31,,,31,Anarhynchus nivosus,Snowy Plover
2022-03-03,2022-03-03 23:19:57 UTC,research,40.7998991119,-124.160693841,13,,,27908,Rana aurora,Northern Red-legged Frog
2022-03-03,2022-03-04 01:09:28 UTC,research,34.4073366667,-119.8430416667,4,,,4,Pelecanus occidentalis,Brown Pelican
2022-03-03,2022-03-04 04:22:05 UTC,research,38.032805621,-122.6123376379,4,,,28300,Rana draytonii,California Red-legged Frog
2022-03-03,2022-03-03 23:36:34 UTC,research,37.269245,-121.9489966667,4,,,4,Nannopterum auritum,Double-crested Cormorant
2022-03-02,2022-03-02 20:38:00 UTC,research,37.1775077,-120.8025854,167,,,167,Lanius ludovicianus,Loggerhead Shrike
2022-03-03,2022-03-03 22:37:00 UTC,research,32.5521550398,-117.125220499,31,,,31,Anarhynchus nivosus,Snowy Plover
2022-03-04,2022-03-04 16:22:52 UTC,research,37.8828321774,-122.4729878666,4812,,,4812,Haliaeetus leucocephalus,Bald Eagle
2022-03-03,2022-03-03 23:56:00 UTC,research,32.5585936793,-117.1225230059,194,,,194,Circus hudsonius,Northern Harrier
2022-03-04,2022-03-04 16:54:28 UTC,research,40.8829352345,-124.1304976283,12,,,12,Haliaeetus leucocephalus,Bald Eagle
2022-03-02,2022-03-02 22:35:00 UTC,research,34.1576753896,-118.2966399124,15,,,15,Falco columbarius,Merlin
2022-03-03,2022-03-04 00:10:39 UTC,research,37.7425735379,-122.2110615781,97,,,97,Rallus obsoletus,Ridgway's Rail
2022-03-03,2022-03-03 16:57:00 UTC,research,32.8500333333,-117.2712583333,,,,,Pelecanus occidentalis,Brown Pelican
2022-03-03,2022-03-03 21:18:00 UTC,research,32.6391527778,-117.105875,,,,,Circus hudsonius,Northern Harrier
2022-03-03,2022-03-03 22:09:00 UTC,research,34.031970043,-118.6834064842,29,,,29,Pandion haliaetus,Osprey
2022-03-03,2022-03-03 17:46:05 UTC,research,38.0657998766,-122.7137197411,9,,,28300,Strix occidentalis caurina,Northern Spotted Owl
2022-03-03,2022-03-03 22:35:00 UTC,research,34.03189669,-118.6797211324,28,,,28,Pelecanus occidentalis,Brown Pelican
2022-03-03,2022-03-03 22:42:00 UTC,research,34.0317733252,-118.6799705762,29,,,29,Larus heermanni,Heermann's Gull
2022-03-03,2022-03-03 22:40:00 UTC,research,34.0319322552,-118.6800590908,28,,,28,Anarhynchus nivosus,Snowy Plover
2022-03-03,2022-03-04 00:23:00 UTC,research,38.0914233333,-122.9290366667,,,,,Pandion haliaetus,Osprey
2022-03-02,2022-03-03 01:05:00 UTC,research,37.80714,-122.25413,,,,,Podiceps auritus,Horned Grebe
2022-03-04,2022-03-04 19:44:01 UTC,research,32.8507995605,-117.273147583,81,,,81,Pelecanus occidentalis,Brown Pelican
2022-03-04,2022-03-04 18:12:15 UTC,research,33.8419158503,-118.3939482429,20,,,20,Pelecanus occidentalis,Brown Pelican
2022-03-04,2022-03-04 19:39:47 UTC,research,35.6461638889,-121.21065,,,,,Lanius ludovicianus,Loggerhead Shrike
2022-03-04,2022-03-04 20:37:19 UTC,research,37.123268989,-121.7128233913,1689,,,1689,Haliaeetus leucocephalus,Bald Eagle
2022-03-04,2022-03-04 20:36:18 UTC,research,37.1224902917,-121.712617405,990,,,990,Pandion haliaetus,Osprey
2022-03-04,2022-03-04 21:40:00 UTC,research,38.5565227437,-121.2572198578,188,,,188,Haliaeetus leucocephalus,Bald Eagle
2022-03-04,2022-03-04 21:40:00 UTC,research,38.5565227437,-121.2572198578,188,,,188,Nannopterum auritum,Double-crested Cormorant
2022-03-04,2022-03-04 21:23:29 UTC,research,38.5727065388,-121.6359338279,21800,,,21800,Circus hudsonius,Northern Harrier
2022-03-04,2022-03-04 22:29:32 UTC,research,33.0984239847,-116.9993923298,8,,,8,Nycticorax nycticorax,Black-crowned Night Heron
2022-03-03,2022-03-04 04:29:06 UTC,research,38.0723729776,-122.7665442324,553,,,28300,Strix occidentalis caurina,Northern Spotted Owl
2022-03-04,2022-03-05 00:04:22 UTC,research,33.8001239838,-118.0981850184,61,,,61,Nycticorax nycticorax,Black-crowned Night Heron
2022-03-04,2022-03-04 23:11:20 UTC,research,33.8006783333,-116.5458666667,18,,,18,Calypte costae,Costa's Hummingbird
2022-03-04,2022-03-05 00:14:02 UTC,research,33.8014266459,-118.0968374073,17,,,17,Nycticorax nycticorax,Black-crowned Night Heron
2022-03-04,2022-03-05 00:58:21 UTC,research,38.4779095909,-122.625865768,6,,,28240,Taricha rivularis,Red-bellied Newt
2022-03-04,2022-03-04 17:10:25 UTC,research,34.408945,-119.8464383333,,,,,Pelecanus occidentalis,Brown Pelican
2022-03-04,2022-03-04 19:14:57 UTC,research,34.4080483333,-119.852105,,,,,Pelecanus occidentalis,Brown Pelican
2022-03-04,2022-03-04 19:14:42 UTC,research,34.4080483333,-119.852105,,,,,Pelecanus occidentalis,Brown Pelican
2022-03-04,2022-03-05 00:31:00 UTC,research,36.6368866597,-121.9340747376,1976,,,1976,Rissa tridactyla,Black-legged Kittiwake
2022-03-04,2022-03-04 22:18:00 UTC,research,36.6368866597,-121.9340747376,1976,,,1976,Phoebastria nigripes,Black-footed Albatross
2022-03-04,2022-03-05 02:23:01 UTC,research,37.5124809833,-122.3500007906,22,,,22,Agelaius tricolor,Tricolored Blackbird
2022-03-04,2022-03-04 20:54:00 UTC,research,36.8224119605,-121.2081892984,4,,,4,Falco columbarius,Merlin
2022-03-04,2022-03-04 17:23:10 UTC,research,40.8723163754,-124.0775246005,62,,,62,Aneides vagrans,Wandering Salamander
2022-03-04,2022-03-05 00:18:00 UTC,research,32.8507819618,-117.272748195,81,,,81,Larus heermanni,Heermann's Gull
2022-03-04,2022-03-04 23:11:00 UTC,research,38.3545478026,-122.5164988661,31,,,31,Nannopterum auritum,Double-crested Cormorant
2022-03-04,2022-03-04 22:03:00 UTC,research,37.4077641698,-121.9554690644,188,,,188,Falco peregrinus,Peregrine Falcon
2022-03-04,2022-03-04 21:43:00 UTC,research,34.0443312778,-117.160616,,,,,Falco columbarius,Merlin
2022-03-03,2022-03-04 00:11:00 UTC,research,37.7362017233,-122.2098659132,122,,,122,Falco columbarius,Merlin
2022-03-03,2022-03-04 00:04:00 UTC,research,37.7401385475,-122.2112392043,122,,,122,Rallus obsoletus,Ridgway's Rail
2022-03-02,2022-03-03 01:52:03 UTC,research,33.2012366667,-117.3899833333,4,,,4,Pelecanus occidentalis,Brown Pelican
2022-03-04,2022-03-04 17:11:46 UTC,research,37.7695310091,-122.4729262809,162,,,162,Nannopterum auritum,Double-crested Cormorant
2022-03-04,2022-03-05 01:57:28 UTC,research,33.7799419722,-116.549743,,,,,Calypte costae,Costa's Hummingbird
2022-03-01,2022-03-02 01:06:00 UTC,research,37.826294,-122.4996496,770,,,770,Falco peregrinus,Peregrine Falcon
2022-03-01,2022-03-01 17:01:00 UTC,research,38.532278976,-121.7733926009,31,,,31,Pica nuttalli,Yellow-billed Magpie
2022-03-04,2022-03-04 22:32:55 UTC,research,34.4191751063,-117.4216490239,5,,,5,Selasphorus rufus,Rufous Hummingbird
2022-03-01,2022-03-02 00:47:00 UTC,research,38.5371003368,-121.604913494,1243,,,1243,Circus hudsonius,Northern Harrier
2022-03-02,2022-03-02 20:25:00 UTC,research,34.1078033333,-118.2478866667,,,,,Nannopterum auritum,Double-crested Cormorant
2022-03-02,2022-03-02 19:22:00 UTC,research,34.0994783333,-118.241605,,,,,Nannopterum auritum,Double-crested Cormorant
2022-03-02,2022-03-02 19:08:00 UTC,research,34.0953266667,-118.2383433333,,,,,Nannopterum auritum,Double-crested Cormorant
2022-03-04,2022-03-04 22:55:58 UTC,research,34.234705,-116.0502388333,5,,,5,Calypte costae,Costa's Hummingbird
2022-03-03,2022-03-03 16:36:00 UTC,research,34.073415,-118.2613583333,,,,,Nycticorax nycticorax,Black-crowned Night Heron
2022-03-03,2022-03-03 16:31:00 UTC,research,34.0733266667,-118.2613983333,,,,,Nycticorax nycticorax,Black-crowned Night Heron
2022-03-03,2022-03-03 16:23:00 UTC,research,34.0743883333,-118.2605583333,,,,,Nycticorax nycticorax,Black-crowned Night Heron
2022-03-03,2022-03-03 16:19:00 UTC,research,34.0749016667,-118.2598916667,,,,,Nycticorax nycticorax,Black-crowned Night Heron
2022-03-05,2022-03-05 17:28:36 UTC,research,33.97065,-118.429895,4,,,4,Pandion haliaetus,Osprey
2022-03-04,2022-03-04 16:33:00 UTC,research,34.4724343469,-117.9090833763,99,,,99,Selasphorus rufus,Rufous Hummingbird
2022-03-05,2022-03-05 17:55:00 UTC,research,37.519115,-122.32985,37,,,37,Selasphorus rufus,Rufous Hummingbird
2022-03-04,2022-03-05 01:46:21 UTC,research,34.0486333333,-116.5776533333,4,,,4,Buteo swainsoni,Swainson's Hawk
2022-03-03,2022-03-03 22:00:51 UTC,research,33.7852366667,-118.1198666667,4,,,4,Nycticorax nycticorax,Black-crowned Night Heron
2022-03-05,2022-03-05 18:24:21 UTC,research,37.7697216667,-122.4750533333,16,,,16,Nycticorax nycticorax,Black-crowned Night Heron
2022-03-05,2022-03-05 18:33:51 UTC,research,36.613530474,-121.9761667337,,,,28505,Batrachoseps luciae,Santa Lucia Mountains Slender Salamander
2022-03-04,2022-03-05 00:36:55 UTC,research,32.8476833333,-117.2772216667,4,,,4,Nannopterum auritum,Double-crested Cormorant
2022-03-05,2022-03-05 19:34:03 UTC,research,33.7792842684,-116.5495435761,8,,,8,Calypte costae,Costa's Hummingbird
2022-03-03,2022-03-03 23:41:00 UTC,research,37.5038066667,-122.4873116667,,,,,Larus heermanni,Heermann's Gull
2022-03-02,2022-03-02 18:11:24 UTC,research,32.8498716667,-117.2708966667,4,,,4,Pelecanus occidentalis,Brown Pelican
2022-03-05,2022-03-05 18:14:00 UTC,research,32.9674,-117.259714,705,,,705,Pandion haliaetus,Osprey
2022-03-04,2022-03-04 17:50:00 UTC,research,33.9909768071,-118.4099586469,194,,,194,Pandion haliaetus,Osprey
2022-03-05,2022-03-05 12:16:00 UTC,research,33.9668678199,-118.4467892593,1160,,,1160,Pelecanus occidentalis,Brown Pelican
2022-03-04,2022-03-04 22:59:04 UTC,research,34.325073348,-118.0183269518,295,,,295,Dryobates albolarvatus,White-headed Woodpecker
2022-03-05,2022-03-05 18:26:00 UTC,research,36.6077434627,-121.8585644152,15,,,15,Pandion haliaetus,Osprey
2022-03-05,2022-03-05 18:18:00 UTC,research,36.607995376,-121.858612695,4,,,4,Larus heermanni,Heermann's Gull
2022-03-05,2022-03-05 22:26:03 UTC,research,33.7607416667,-116.550975,,,,,Calypte costae,Costa's Hummingbird
2022-03-02,2022-03-02 22:25:00 UTC,research,38.5145833333,-121.6253316667,,,,,Nannopterum auritum,Double-crested Cormorant
2022-03-04,2022-03-04 15:54:58 UTC,research,34.1561435109,-118.2889386225,32,,,32,Nycticorax nycticorax,Black-crowned Night Heron
2022-03-05,2022-03-05 23:08:02 UTC,research,37.753075,-122.2479033333,5,,,5,Calidris canutus,Red Knot
2022-03-05,2022-03-05 17:18:38 UTC,research,34.2237814954,-118.8503366936,5,,,28846,Lanius ludovicianus,Loggerhead Shrike
2022-03-05,2022-03-05 21:40:00 UTC,research,37.9794846,-122.3650319,195,,,195,Pandion haliaetus,Osprey
2022-03-05,2022-03-05 21:39:00 UTC,research,36.90536265,-121.7863116167,,,,,Haliaeetus leucocephalus,Bald Eagle
2022-03-05,2022-03-06 00:30:13 UTC,research,37.8025278749,-122.4479278417,152,,,152,Nycticorax nycticorax,Black-crowned Night Heron
2022-03-05,2022-03-05 23:40:35 UTC,research,36.9782333333,-121.9393383333,4,,,4,Podiceps auritus,Horned Grebe
2022-03-05,2022-03-05 16:23:56 UTC,research,38.5414052289,-121.5011104848,11,,,11,Nannopterum auritum,Double-crested Cormorant
2022-03-01,2022-03-01 19:32:00 UTC,research,37.1856654033,-120.6086570225,61,,,61,Buteo swainsoni,Swainson's Hawk
2022-03-05,2022-03-05 17:52:00 UTC,research,33.052536381,-115.6894969785,15,,,15,Circus hudsonius,Northern Harrier
2022-03-05,2022-03-05 22:53:00 UTC,research,37.7405610277,-122.2063024259,70,,,70,Podiceps auritus,Horned Grebe
2022-03-04,2022-03-05 01:30:00 UTC,research,33.0821481611,-115.7123813051,4,,,4,Falco peregrinus,Peregrine Falcon
2022-03-05,2022-03-05 23:35:00 UTC,research,38.1906391667,-122.9581174444,,,,,Circus hudsonius,Northern Harrier
2022-03-05,2022-03-06 00:18:00 UTC,research,33.6615431651,-117.8422451386,15,,,15,Falco peregrinus,Peregrine Falcon
2022-03-05,2022-03-06 00:18:00 UTC,research,33.6614985156,-117.8423846135,15,,,15,Falco peregrinus,Peregrine Falcon
2022-03-05,2022-03-05 23:46:00 UTC,research,37.4306537348,-122.0083539108,20,,,20,Circus hudsonius,Northern Harrier
2022-03-05,2022-03-06 01:16:14 UTC,research,33.0920186326,-117.3023332126,62,,,62,Pelecanus occidentalis,Brown Pelican
2022-03-05,2022-03-05 22:03:56 UTC,research,33.5723383333,-117.8388883333,4,,,4,Pelecanus occidentalis,Brown Pelican
2022-03-05,2022-03-06 00:23:05 UTC,research,37.8332466667,-122.4737383333,50,,,50,Pandion haliaetus,Osprey
2022-03-05,2022-03-05 19:24:42 UTC,research,37.1686975884,-120.6265159551,4,,,4,Nycticorax nycticorax,Black-crowned Night Heron
2022-03-05,2022-03-05 21:45:09 UTC,research,37.1811695463,-120.621704975,4,,,4,Falco columbarius,Merlin
2022-03-05,2022-03-05 21:54:00 UTC,research,37.6718800433,-122.3845472079,31,,,31,Pelecanus occidentalis,Brown Pelican
