observed_on,time_observed_at,quality_grade,latitude,longitude,positional_accuracy,private_latitude,private_longitude,public_positional_accuracy,scientific_name,common_name
2021-03-01,2021-03-01 17:48:00 UTC,research,37.7940683333,-121.5017016667,,,,,Buteo swainsoni,Swainson's Hawk
2021-03-01,2021-03-01 17:56:00 UTC,research,37.7959033333,-121.4976616667,,,,,Lanius ludovicianus,Loggerhead Shrike
2021-03-01,2021-03-01 23:19:00 UTC,research,37.7044016667,-121.5795633333,,,,,Agelaius tricolor,Tricolored Blackbird
2021-03-01,2021-03-02 01:36:00 UTC,research,38.1734881,-121.5121642,5901,,,5901,Nannopterum auritum,Double-crested Cormorant
2021-03-01,2021-03-02 01:31:00 UTC,research,38.1734881,-121.5121642,5901,,,5901,Nannopterum auritum,Double-crested Cormorant
2021-03-01,2021-03-01 12:12:55 UTC,research,32.7556883333,-117.2477033333,8,,,8,Falco peregrinus,Peregrine Falcon
2021-03-01,2021-03-01 22:21:13 UTC,research,32.8575383333,-116.918895,,,,,Nycticorax nycticorax,Black-crowned Night Heron
2021-03-01,2021-03-01 22:25:46 UTC,research,32.8578916667,-116.9177283333,,,,,Nycticorax nycticorax,Black-crowned Night Heron
2021-03-01,2021-03-01 16:24:00 UTC,research,34.1348285107,-118.6485238369,181,,,181,Falco columbarius,Merlin
2021-03-02,2021-03-02 17:08:35 UTC,research,33.9861416667,-118.4552,5,,,5,Nycticorax nycticorax,Black-crowned Night Heron
2021-03-02,2021-03-02 18:16:07 UTC,research,38.5295083333,-121.7905633333,,,,,Zonotrichia querula,Harris's Sparrow
2021-03-01,2021-03-01 20:03:00 UTC,research,33.9635247317,-118.452328635,134,,,134,Pelecanus occidentalis,Brown Pelican
2021-03-01,2021-03-01 20:27:00 UTC,research,33.9632535118,-118.4524787358,74,,,74,Passerculus sandwichensis beldingi,Belding's Sparrow
2021-03-02,2021-03-02 08:30:00 UTC,research,37.7989183649,-122.4661938474,2223,,,2223,Nycticorax nycticorax,Black-crowned Night Heron
2021-03-02,2021-03-02 08:47:13 UTC,research,34.2942466667,-118.18045,6,,,6,Nannopterum auritum,Double-crested Cormorant
2021-03-02,2021-03-02 17:02:00 UTC,research,33.042,-117.064,,,,,Nycticorax nycticorax,Black-crowned Night Heron
2021-03-02,2021-03-02 17:00:00 UTC,research,33.042,-117.064,,,,,Nycticorax nycticorax,Black-crowned Night Heron
2021-03-02,2021-03-02 18:59:52 UTC,research,33.9701634504,-118.4298263049,20,,,20,Nannopterum auritum,Double-crested Cormorant
2021-03-02,2021-03-02 20:24:00 UTC,research,33.854801186,-117.8288425466,61,,,61,Pandion haliaetus,Osprey
2021-03-02,2021-03-02 20:24:17 UTC,research,37.9807930127,-121.2878197222,283,,,283,Buteo swainsoni,Swainson's Hawk
2021-03-01,2021-03-01 14:04:34 UTC,research,38.0431166667,-121.37625,7,,,7,Nannopterum auritum,Double-crested Cormorant
2021-03-02,2021-03-02 22:55:00 UTC,research,38.3182852735,-123.0357760944,1,,,1,Nycticorax nycticorax,Black-crowned Night Heron
2021-03-01,2021-03-01 11:01:18 UTC,research,33.7816,-118.2044616667,9,,,9,Clangula hyemalis,Long-tailed Duck
2021-03-02,2021-03-02 22:45:26 UTC,research,38.7223603014,-123.0474965612,32,,,28210,Rana boylii,Foothill Yellow-legged Frog
2021-03-02,2021-03-02 21:20:40 UTC,research,41.7658493438,-124.1924068431,4,,,27754,Rhyacotriton variegatus,Southern Torrent Salamander
2021-03-02,2021-03-02 16:50:00 UTC,research,33.6521285515,-117.8837520779,31,,,31,Accipiter striatus,Sharp-shinned Hawk
2021-03-02,2021-03-02 21:27:00 UTC,research,37.1644516667,-122.36184,,,,,Rissa tridactyla,Black-legged Kittiwake
2021-03-02,2021-03-02 18:20:00 UTC,research,37.2659383333,-122.41182,,,,,Haliaeetus leucocephalus,Bald Eagle
2021-03-01,2021-03-01 20:53:00 UTC,research,37.5502362558,-122.0979890199,299,,,299,Lanius ludovicianus,Loggerhead Shrike
2021-03-01,2021-03-01 21:09:00 UTC,research,37.5646002868,-122.1100146455,568,,,568,Nannopterum auritum,Double-crested Cormorant
2021-03-01,2021-03-01 22:45:00 UTC,research,37.5552696608,-122.0923407716,1827,,,1827,Circus hudsonius,Northern Harrier
2021-03-02,2021-03-02 17:18:00 UTC,research,33.6501208944,-117.8883621985,31,,,31,Haliaeetus leucocephalus,Bald Eagle
2021-03-01,2021-03-01 22:49:16 UTC,research,32.8599416667,-116.9189333333,,,,,Nycticorax nycticorax,Black-crowned Night Heron
2021-03-02,2021-03-02 18:03:00 UTC,research,38.5258189043,-121.7923099115,294,,,294,Pica nuttalli,Yellow-billed Magpie
2021-03-01,2021-03-01 22:50:57 UTC,research,32.8599416667,-116.9189333333,,,,,Nycticorax nycticorax,Black-crowned Night Heron
2021-03-01,2021-03-01 22:53:31 UTC,research,32.8599133333,-116.9195866667,,,,,Agelaius tricolor,Tricolored Blackbird
2021-03-02,2021-03-02 22:34:00 UTC,research,33.7815007125,-118.2053304524,96,,,96,Melanitta americana,Black Scoter
2021-03-02,2021-03-02 16:54:00 UTC,research,33.6969316642,-118.0446570662,5,,,5,Pandion haliaetus,Osprey
2021-03-02,2021-03-02 22:25:00 UTC,research,37.4529313417,-122.1022011842,31,,,31,Circus hudsonius,Northern Harrier
2021-03-02,2021-03-03 01:01:10 UTC,research,34.2055823972,-117.8639184684,138,,,138,Haliaeetus leucocephalus,Bald Eagle
2021-03-02,2021-03-03 00:53:00 UTC,research,32.6721930293,-117.0232267531,8,,,8,Nannopterum auritum,Double-crested Cormorant
2021-03-02,2021-03-03 00:55:00 UTC,research,32.6726220124,-117.0224213306,8,,,8,Nannopterum auritum,Double-crested Cormorant
2021-03-02,2021-03-03 01:19:00 UTC,research,32.6731548608,-117.0208736538,8,,,8,Nannopterum auritum,Double-crested Cormorant
2021-03-02,2021-03-03 01:22:00 UTC,research,32.6730694911,-117.020986738,8,,,8,Nannopterum auritum,Double-crested Cormorant
2021-03-02,2021-03-03 01:23:00 UTC,research,32.6720755951,-117.023444192,8,,,8,Nannopterum auritum,Double-crested Cormorant
2021-03-02,2021-03-03 01:30:00 UTC,research,32.6716691945,-117.0237338706,8,,,8,Nannopterum auritum,Double-crested Cormorant
2021-03-02,2021-03-03 01:00:00 UTC,research,32.6821765244,-117.0006117748,8,,,8,Nannopterum auritum,Double-crested Cormorant
2021-03-02,2021-03-02 18:51:00 UTC,research,38.2114833333,-122.0219483333,,,,,Lanius ludovicianus,Loggerhead Shrike
2021-03-02,2021-03-03 01:33:06 UTC,research,37.7880840337,-122.4705168977,105,,,105,Nycticorax nycticorax,Black-crowned Night Heron
2021-03-02,2021-03-03 02:04:00 UTC,research,37.7807739729,-122.514664798,284,,,284,Nannopterum auritum,Double-crested Cormorant
2021-03-02,2021-03-03 02:11:00 UTC,research,37.7803038193,-122.5139910276,80,,,80,Podiceps auritus,Horned Grebe
2021-03-02,2021-03-02 23:29:00 UTC,research,33.83647263,-116.12687326,8,,,8,Calypte costae,Costa's Hummingbird
2021-03-02,2021-03-02 21:25:22 UTC,research,33.83591952,-116.12714615,8,,,8,Polioptila melanura,Black-tailed Gnatcatcher
2021-03-02,2021-03-03 00:05:00 UTC,research,37.9073626813,-122.3264262532,146,,,146,Nannopterum auritum,Double-crested Cormorant
2021-03-02,2021-03-02 22:47:00 UTC,research,36.6718588721,-121.9318143338,150,,,150,Larus heermanni,Heermann's Gull
2021-03-02,2021-03-02 23:09:00 UTC,research,36.6744491149,-121.9301095899,28,,,28,Rissa tridactyla,Black-legged Kittiwake
2021-03-02,2021-03-02 17:19:40 UTC,research,33.6698216667,-116.4064783333,4,,,4,Calypte costae,Costa's Hummingbird
2021-03-02,2021-03-02 21:36:00 UTC,research,37.3175217496,-122.2709676601,87,,,87,Nannopterum auritum,Double-crested Cormorant
2021-03-02,2021-03-02 22:12:00 UTC,research,37.3175217496,-122.2709676601,87,,,87,Nycticorax nycticorax,Black-crowned Night Heron
2021-03-02,2021-03-02 14:29:24 UTC,research,37.063413233,-121.6358410285,238,,,238,Pica nuttalli,Yellow-billed Magpie
2021-03-03,2021-03-03 07:31:13 UTC,research,34.3979519722,-118.7296999722,,,,,Falco columbarius,Merlin
2021-03-02,2021-03-02 15:48:00 UTC,research,39.3300654489,-121.8484742194,8,,,8,Haliaeetus leucocephalus,Bald Eagle
2021-03-02,2021-03-02 23:24:00 UTC,research,39.3287228847,-121.8605598319,8,,,8,Haliaeetus leucocephalus,Bald Eagle
2021-03-03,2021-03-03 08:12:58 UTC,research,33.51352,-117.7577258333,,,,,Pelecanus occidentalis,Brown Pelican
2021-03-03,2021-03-03 09:28:58 UTC,research,36.5837866667,-121.6324616667,10,,,10,Agelaius tricolor,Tricolored Blackbird
2021-03-03,2021-03-03 18:40:08 UTC,research,34.0179055,-117.6325216667,4,,,4,Falco peregrinus,Peregrine Falcon
2021-03-02,2021-03-02 14:52:40 UTC,research,34.4046511522,-119.307663834,6,,,28818,Rana draytonii,California Red-legged Frog
2021-03-03,2021-03-03 11:43:00 UTC,research,36.0163831571,-119.1304473878,24,,,28592,Calypte costae,Costa's Hummingbird
2021-03-03,2021-03-03 13:03:43 UTC,research,33.4623583762,-117.6956844145,408,,,408,Nycticorax nycticorax,Black-crowned Night Heron
2021-03-03,2021-03-03 18:01:00 UTC,research,37.5128016667,-122.5104666667,,,,,Nannopterum auritum,Double-crested Cormorant
2021-03-03,2021-03-03 19:59:00 UTC,research,33.709329877,-116.3994940454,37,,,37,Calypte costae,Costa's Hummingbird
2021-03-03,2021-03-03 17:23:38 UTC,research,37.4587675131,-121.9880308136,508,,,508,Haliaeetus leucocephalus,Bald Eagle
2021-03-03,2021-03-03 19:37:03 UTC,research,41.6945816819,-124.1010021156,11,,,27754,Ascaphus truei,Coastal Tailed Frog
2021-03-03,2021-03-03 19:43:57 UTC,research,41.6064318716,-124.1215769372,4,,,27754,Ascaphus truei,Coastal Tailed Frog
2021-03-02,2021-03-02 17:09:00 UTC,research,33.6982973624,-118.0447482654,15,,,15,Podiceps auritus,Horned Grebe
2021-03-03,2021-03-03 17:45:00 UTC,research,32.858275,-116.9181138889,8,,,8,Nycticorax nycticorax,Black-crowned Night Heron
2021-03-02,2021-03-02 18:13:00 UTC,research,33.7012027561,-118.0504506375,20,,,20,Podiceps auritus,Horned Grebe
2021-03-02,2021-03-02 18:37:00 UTC,research,33.7037242756,-118.0526500716,15,,,15,Nannopterum auritum,Double-crested Cormorant
2021-03-03,2021-03-03 20:30:14 UTC,research,32.8396138997,-117.0437717065,375,,,375,Nannopterum auritum,Double-crested Cormorant
2021-03-02,2021-03-02 22:36:00 UTC,research,33.2404750856,-116.3886833423,15,,,15,Accipiter striatus,Sharp-shinned Hawk
2021-03-02,2021-03-02 14:59:00 UTC,research,33.2403404852,-116.3887155288,15,,,15,Polioptila melanura,Black-tailed Gnatcatcher
2021-03-03,2021-03-03 11:31:00 UTC,research,37.2618571884,-121.9586293793,1410,,,1410,Haliaeetus leucocephalus,Bald Eagle
2021-03-02,2021-03-02 17:10:00 UTC,research,39.323569,-121.839396,50,,,50,Nannopterum auritum,Double-crested Cormorant
2021-03-02,2021-03-02 21:39:00 UTC,research,34.1059133333,-118.2426216667,,,,,Nycticorax nycticorax,Black-crowned Night Heron
2021-03-02,2021-03-02 20:48:00 UTC,research,34.0956216667,-118.238675,,,,,Nannopterum auritum,Double-crested Cormorant
2021-03-02,2021-03-02 20:37:00 UTC,research,34.0989383333,-118.2412583333,,,,,Nannopterum auritum,Double-crested Cormorant
2021-03-02,2021-03-02 20:34:00 UTC,research,34.0999533333,-118.2417833333,,,,,Nannopterum auritum,Double-crested Cormorant
2021-03-02,2021-03-02 20:27:00 UTC,research,34.10302,-118.2417166667,,,,,Nannopterum auritum,Double-crested Cormorant
2021-03-02,2021-03-02 20:23:00 UTC,research,34.1038416667,-118.2417133333,,,,,Nannopterum auritum,Double-crested Cormorant
2021-03-03,2021-03-03 15:40:00 UTC,research,34.0743366667,-118.2606466667,,,,,Nycticorax nycticorax,Black-crowned Night Heron
2021-03-01,2021-03-01 22:29:00 UTC,research,36.2497428928,-121.8125262461,15,,,28563,Batrachoseps luciae,Santa Lucia Mountains Slender Salamander
2021-03-03,2021-03-04 02:17:00 UTC,research,38.0273641766,-122.5187023563,4,,,4,Circus hudsonius,Northern Harrier
2021-03-03,2021-03-03 18:18:29 UTC,research,38.5218664259,-122.8612389789,5,,,5,Accipiter striatus,Sharp-shinned Hawk
2021-03-03,2021-03-03 22:56:17 UTC,research,34.0981227309,-118.8105108403,44,,,44,Agelaius tricolor,Tricolored Blackbird
2021-03-03,2021-03-03 23:15:00 UTC,research,34.174528643,-118.5017214496,28,,,28,Falco columbarius,Merlin
2021-03-03,2021-03-03 16:48:00 UTC,research,38.6817224793,-123.4336770487,8,,,8,Accipiter striatus,Sharp-shinned Hawk
2021-03-03,2021-03-03 17:42:47 UTC,research,33.8384620622,-118.3920444115,20,,,20,Pelecanus occidentalis,Brown Pelican
2021-03-03,2021-03-03 17:17:11 UTC,research,34.2455833333,-119.2722166667,4,,,4,Pelecanus occidentalis,Brown Pelican
2021-03-03,2021-03-03 17:08:36 UTC,research,34.2449133333,-119.2637866667,10,,,10,Nannopterum auritum,Double-crested Cormorant
2021-03-02,2021-03-02 20:32:00 UTC,research,38.2722278059,-122.2806696158,122,,,122,Circus hudsonius,Northern Harrier
2021-03-04,2021-03-04 17:10:07 UTC,research,37.8612522137,-122.4862192693,88,,,88,Nycticorax nycticorax,Black-crowned Night Heron
2021-03-04,2021-03-04 10:58:00 UTC,research,38.4923838328,-122.0084474093,292,,,292,Nannopterum auritum,Double-crested Cormorant
2021-03-04,2021-03-04 11:32:39 UTC,research,33.9041902,-118.00689108,7,,,7,Nycticorax nycticorax,Black-crowned Night Heron
2021-03-04,2021-03-04 11:32:33 UTC,research,32.619545,-117.1035471667,4,,,4,Pelecanus occidentalis,Brown Pelican
2021-03-03,2021-03-04 00:55:00 UTC,research,32.8600194444,-116.9190222222,8,,,8,Nycticorax nycticorax,Black-crowned Night Heron
2021-03-04,2021-03-04 17:56:00 UTC,research,38.341582709,-122.6234546888,250,,,250,Circus hudsonius,Northern Harrier
2021-03-04,2021-03-04 10:37:44 UTC,research,38.5633026108,-122.7912163165,61,,,61,Nannopterum auritum,Double-crested Cormorant
2021-03-02,2021-03-02 18:22:00 UTC,research,38.223574,-122.601485,207,,,207,Circus hudsonius,Northern Harrier
2021-03-02,2021-03-02 18:11:00 UTC,research,38.221994,-122.596579,415,,,415,Circus hudsonius,Northern Harrier
2021-03-04,2021-03-04 13:53:21 UTC,research,32.6307513894,-116.9307811518,22,,,22,Pandion haliaetus,Osprey
2021-03-04,2021-03-04 22:02:00 UTC,research,33.7803181,-116.5781216,195,,,195,Calypte costae,Costa's Hummingbird
2021-03-04,2021-03-04 18:30:00 UTC,research,37.49861,-122.4959783333,,,,,Falco peregrinus,Peregrine Falcon
2021-03-04,2021-03-04 12:48:20 UTC,research,38.3893054531,-122.9091357984,437,,,437,Accipiter striatus,Sharp-shinned Hawk
2021-03-04,2021-03-04 22:34:00 UTC,research,32.6192138889,-117.1032888889,,,,,Pandion haliaetus,Osprey
2021-03-04,2021-03-04 23:19:00 UTC,research,32.6496972222,-117.1098472222,,,,,Circus hudsonius,Northern Harrier
2021-03-04,2021-03-04 23:20:00 UTC,research,32.6495777778,-117.1096305556,,,,,Nannopterum auritum,Double-crested Cormorant
2021-03-04,2021-03-04 16:25:51 UTC,research,33.5489878804,-117.7076467686,5,,,5,Nannopterum auritum,Double-crested Cormorant
2021-03-03,2021-03-03 15:47:00 UTC,research,37.4026394773,-121.9490334418,22,,,22,Falco columbarius,Merlin
2021-03-04,2021-03-04 14:45:00 UTC,research,34.0871800919,-117.78688173,93,,,93,Circus hudsonius,Northern Harrier
2021-03-04,2021-03-04 19:10:00 UTC,research,32.754352,-117.2414578,232,,,232,Egretta rufescens,Reddish Egret
2021-03-04,,research,37.9516137692,-122.5382189789,9,,,28329,Strix occidentalis caurina,Northern Spotted Owl
2021-03-02,2021-03-02 10:37:00 UTC,research,36.8144223367,-121.7891593194,31,,,31,Podiceps auritus,Horned Grebe
2021-03-04,2021-03-05 01:53:38 UTC,research,33.6494275831,-116.5728104634,,,,28930,Calypte costae,Costa's Hummingbird
2021-03-05,2021-03-05 03:42:57 UTC,research,33.0097974636,-117.2742859501,671,,,671,Mareca penelope,Eurasian Wigeon
2021-03-04,2021-03-04 08:49:27 UTC,research,34.1555241498,-118.2797566337,24,,,24,Falco peregrinus,Peregrine Falcon
2021-03-03,2021-03-03 08:20:29 UTC,research,34.1374721947,-119.1652303934,1559,,,1559,Pelecanus occidentalis,Brown Pelican
2021-03-04,2021-03-05 01:15:00 UTC,research,32.6653478453,-117.027829932,4,,,4,Nannopterum auritum,Double-crested Cormorant
2021-03-04,2021-03-05 01:32:00 UTC,research,32.6642049598,-117.0362218911,31,,,31,Falco peregrinus,Peregrine Falcon
2021-03-04,2021-03-04 11:29:42 UTC,research,33.0094835567,-117.2764426537,45,,,45,Rallus obsoletus,Ridgway's Rail
2021-03-04,2021-03-04 11:12:03 UTC,research,33.0112312068,-117.2745478721,119,,,119,Nannopterum auritum,Double-crested Cormorant
2021-03-04,2021-03-05 01:42:00 UTC,research,37.0328738407,-122.2196185668,6,,,6,Falco columbarius,Merlin
2021-03-04,2021-03-05 00:25:00 UTC,research,37.7673578149,-122.4723564408,89,,,89,Nannopterum auritum,Double-crested Cormorant
2021-03-03,2021-03-03 23:03:02 UTC,research,33.6702916667,-116.3623416667,8,,,8,Calypte costae,Costa's Hummingbird
2021-03-04,2021-03-05 01:17:56 UTC,research,37.892584129,-122.5284647674,21,,,21,Nycticorax nycticorax,Black-crowned Night Heron
2021-03-04,2021-03-04 19:50:00 UTC,research,36.483665,-121.190817,,,,,Haliaeetus leucocephalus,Bald Eagle
2021-03-04,2021-03-04 21:50:00 UTC,research,36.4318304138,-121.1066331628,681,,,28534,Gymnogyps californianus,California Condor
2021-03-04,2021-03-04 22:19:00 UTC,research,36.4864240278,-121.1980523008,681,,,681,Falco peregrinus,Peregrine Falcon
2021-03-04,2021-03-04 22:46:00 UTC,research,36.5166614995,-121.04944717,681,,,28534,Gymnogyps californianus,California Condor
2021-03-04,2021-03-04 20:52:00 UTC,research,36.4853866667,-121.189835,,,,,Haliaeetus leucocephalus,Bald Eagle
2021-03-04,2021-03-04 20:56:00 UTC,research,32.64944,-117.111275,,,,,Nannopterum auritum,Double-crested Cormorant
2021-03-04,2021-03-04 21:35:00 UTC,research,32.6190216667,-117.1029583333,,,,,Pandion haliaetus,Osprey
2021-03-04,2021-03-04 22:20:00 UTC,research,32.649379,-117.109991,27,,,27,Nannopterum auritum,Double-crested Cormorant
2021-03-05,2021-03-05 16:42:43 UTC,research,33.8681833333,-118.40567,5,,,5,Anarhynchus nivosus,Snowy Plover
2021-03-05,2021-03-05 15:21:45 UTC,research,34.2054523518,-117.8652055934,138,,,138,Haliaeetus leucocephalus,Bald Eagle
2021-03-04,2021-03-04 16:29:00 UTC,research,36.5631448129,-121.1970074404,1365,,,1365,Haliaeetus leucocephalus,Bald Eagle
2021-03-04,2021-03-04 23:37:00 UTC,research,36.5036116667,-121.0898,,,,,Pica nuttalli,Yellow-billed Magpie
2021-03-03,2021-03-03 17:12:00 UTC,research,32.6187736841,-117.1037050781,15,,,15,Podiceps auritus,Horned Grebe
2021-03-04,2021-03-05 01:38:00 UTC,research,37.8045457012,-122.3352305481,145,,,145,Nannopterum auritum,Double-crested Cormorant
2021-03-04,2021-03-04 18:41:00 UTC,research,40.161706,-122.209236,3,,,3,Pica nuttalli,Yellow-billed Magpie
2021-03-05,2021-03-05 15:52:33 UTC,research,40.8554614476,-124.0828549465,236,,,27877,Selasphorus rufus,Rufous Hummingbird
2021-03-04,2021-03-04 16:50:00 UTC,research,32.6791333333,-117.18017,5,,,5,Larus heermanni,Heermann's Gull
2021-03-04,2021-03-05 01:38:00 UTC,research,36.8391068463,-121.8009315361,92,,,92,Circus hudsonius,Northern Harrier
2021-03-05,2021-03-05 18:59:34 UTC,research,33.7995698,-116.398286,17,,,17,Calypte costae,Costa's Hummingbird
2021-03-05,2021-03-05 16:59:00 UTC,research,34.1584881,-117.9917092,183,,,183,Buteo swainsoni,Swainson's Hawk
2021-03-05,2021-03-05 17:34:00 UTC,research,34.1584881,-117.9917092,183,,,183,Buteo swainsoni,Swainson's Hawk
2021-03-04,2021-03-04 19:39:00 UTC,research,36.4873765461,-121.152436038,,,,28534,Gymnogyps californianus,California Condor
2021-03-04,2021-03-04 19:24:00 UTC,research,36.416966124,-121.0224782501,,,,28534,Gymnogyps californianus,California Condor
2021-03-05,2021-03-05 12:45:33 UTC,research,33.721565,-116.2797466667,9,,,9,Calypte costae,Costa's Hummingbird
2021-03-05,2021-03-05 15:49:00 UTC,research,33.9641398014,-117.7360622446,15,,,15,Selasphorus rufus,Rufous Hummingbird
2021-03-04,2021-03-04 20:02:00 UTC,research,36.48717,-121.19133,,,,,Falco peregrinus,Peregrine Falcon
2021-03-02,2021-03-02 11:21:00 UTC,research,38.2259635,-122.5980683,516,,,516,Circus hudsonius,Northern Harrier
2021-03-02,2021-03-02 12:42:00 UTC,research,38.2259635,-122.5980683,516,,,516,Circus hudsonius,Northern Harrier
2021-03-01,2021-03-01 19:11:00 UTC,research,37.1811068,-121.7865003,2281,,,2281,Haliaeetus leucocephalus,Bald Eagle
2021-03-01,2021-03-01 18:54:00 UTC,research,37.1811068,-121.7865003,2281,,,2281,Haliaeetus leucocephalus,Bald Eagle
2021-03-01,2021-03-01 18:49:00 UTC,research,37.1811068,-121.7865003,2281,,,2281,Haliaeetus leucocephalus,Bald Eagle
2021-03-01,2021-03-01 18:12:00 UTC,research,37.1811068,-121.7865003,2281,,,2281,Circus hudsonius,Northern Harrier
2021-03-05,2021-03-05 19:39:00 UTC,research,34.1026329916,-118.2428988734,101,,,101,Pandion haliaetus,Osprey
2021-03-02,2021-03-02 11:31:00 UTC,research,38.2259635,-122.5980683,516,,,516,Pandion haliaetus,Osprey
2021-03-05,2021-03-05 13:17:58 UTC,research,33.0479678832,-117.0809476371,299,,,299,Circus hudsonius,Northern Harrier
2021-03-05,2021-03-05 14:45:59 UTC,research,33.90429955,-118.00668545,11,,,11,Nannopterum auritum,Double-crested Cormorant
2021-03-02,2021-03-02 02:35:23 UTC,research,33.2751139022,-116.4257002453,353,,,353,Calypte costae,Costa's Hummingbird
2021-03-04,2021-03-04 07:19:45 UTC,research,33.2652178112,-116.4082632551,277,,,277,Lanius ludovicianus,Loggerhead Shrike
2021-03-04,2021-03-04 21:10:00 UTC,research,37.5930151315,-121.8921284376,36,,,28388,Nannopterum auritum,Double-crested Cormorant
2021-03-05,2021-03-05 09:49:00 UTC,research,34.497795,-118.6130133333,6,,,6,Nannopterum auritum,Double-crested Cormorant
2021-03-04,2021-03-04 20:39:00 UTC,research,38.9528048012,-121.1048355081,422,,,422,Nannopterum auritum,Double-crested Cormorant
2021-03-05,2021-03-05 17:48:00 UTC,research,37.4932583333,-121.9839833333,,,,,Circus hudsonius,Northern Harrier
2021-03-05,2021-03-05 18:45:00 UTC,research,37.4955262544,-121.9819561648,15,,,15,Nycticorax nycticorax,Black-crowned Night Heron
2021-03-05,2021-03-05 22:11:00 UTC,research,37.5296943169,-122.3637385977,15,,,15,Nannopterum auritum,Double-crested Cormorant
2021-03-04,2021-03-04 21:44:00 UTC,research,37.5657687071,-121.9270729573,2,,,28388,Nannopterum auritum,Double-crested Cormorant
2021-03-05,2021-03-05 17:28:29 UTC,research,33.6605524279,-117.8455854495,700,,,700,Circus hudsonius,Northern Harrier
2021-03-05,2021-03-05 21:24:00 UTC,research,33.47409273,-117.0791218577,8,,,28957,Spea hammondii,Western Spadefoot
2021-03-05,2021-03-06 00:04:00 UTC,research,37.4085029648,-121.9567582213,23,,,23,Nycticorax nycticorax,Black-crowned Night Heron
2021-03-04,2021-03-04 09:52:00 UTC,research,38.0407312683,-122.9665559492,122,,,122,Falco columbarius,Merlin
2021-03-05,2021-03-05 17:30:00 UTC,research,38.4947751503,-122.0319798566,393,,,393,Mareca penelope,Eurasian Wigeon
2021-03-05,2021-03-05 17:30:00 UTC,research,38.4947751503,-122.0319798566,393,,,393,Mareca penelope,Eurasian Wigeon
2021-03-05,2021-03-05 17:40:00 UTC,research,38.4932185538,-122.0073118387,181,,,181,Nannopterum auritum,Double-crested Cormorant
2021-03-05,2021-03-05 22:13:00 UTC,research,38.5584616667,-121.628835,,,,,Circus hudsonius,Northern Harrier
2021-03-05,2021-03-05 19:28:18 UTC,research,38.5300399512,-121.6142191922,468,,,468,Nannopterum auritum,Double-crested Cormorant
2021-03-02,2021-03-02 16:40:00 UTC,research,38.5267466667,-121.790675,,,,,Pica nuttalli,Yellow-billed Magpie
2021-03-05,2021-03-05 19:35:48 UTC,research,38.5308729802,-121.5970124651,307,,,307,Circus hudsonius,Northern Harrier
2021-03-05,2021-03-05 19:34:00 UTC,research,38.4009368839,-123.1607522879,4672,,,28240,Taricha rivularis,Red-bellied Newt
2021-03-05,2021-03-05 22:26:11 UTC,research,34.0323778333,-118.6848616667,27,,,27,Pandion haliaetus,Osprey
2021-03-05,2021-03-05 18:52:50 UTC,research,33.1565140104,-117.2797051279,116,,,29012,Spea hammondii,Western Spadefoot
