observed_on,time_observed_at,quality_grade,latitude,longitude,positional_accuracy,private_latitude,private_longitude,public_positional_accuracy,scientific_name,common_name
2020-04-16,2020-04-16 18:06:00 UTC,research,37.2474166,-121.9032181,917,,,917,Selasphorus rufus,Rufous Hummingbird
2020-04-16,2020-04-16 19:11:45 UTC,research,36.0298399423,-119.1664049381,32,,,28592,Spea hammondii,Western Spadefoot
2020-04-15,,research,37.4411133259,-121.9613936083,334,,,334,Nycticorax nycticorax,Black-crowned Night Heron
2020-04-15,,research,37.4411133259,-121.9613936083,334,,,334,Circus hudsonius,Northern Harrier
2020-04-15,,research,37.4411133259,-121.9613936083,334,,,334,Nycticorax nycticorax,Black-crowned Night Heron
2020-04-15,,research,37.4411133259,-121.9613936083,334,,,334,Nycticorax nycticorax,Black-crowned Night Heron
2020-04-16,2020-04-16 19:46:41 UTC,research,33.7611436419,-118.1719787101,1422,,,1422,Pelecanus occidentalis,Brown Pelican
2020-04-16,2020-04-16 18:21:00 UTC,research,33.4676691,-117.6618442,195,,,195,Circus hudsonius,Northern Harrier
2020-04-14,2020-04-14 21:57:40 UTC,research,34.4039568304,-118.5855215037,15,,,15,Falco peregrinus,Peregrine Falcon
2020-04-16,2020-04-16 18:08:00 UTC,research,33.4676691,-117.6618442,195,,,195,Selasphorus rufus,Rufous Hummingbird
2020-03-31,2020-03-31 13:55:28 UTC,research,40.556562051,-120.0018748536,3669,,,27939,Centrocercus urophasianus,Greater Sage-Grouse
2020-03-23,2020-03-23 18:32:13 UTC,research,40.4409823529,-120.6521533465,119,,,27939,Coccothraustes vespertinus,Evening Grosbeak
2020-04-16,2020-04-16 21:40:53 UTC,research,33.3010875478,-117.255979188,145,,,28984,Spea hammondii,Western Spadefoot
2020-03-24,2020-03-25 00:28:48 UTC,research,38.02234167,-122.60999167,5,,,5,Circus hudsonius,Northern Harrier
2020-04-15,2020-04-15 22:32:47 UTC,research,38.43651667,-122.75087833,64,,,64,Nycticorax nycticorax,Black-crowned Night Heron
2020-04-14,2020-04-14 22:40:00 UTC,research,37.1680186284,-120.6081157606,31,,,31,Lanius ludovicianus,Loggerhead Shrike
2020-04-16,2020-04-17 01:21:43 UTC,research,34.417545,-119.8741,16,,,16,Nycticorax nycticorax,Black-crowned Night Heron
2020-04-15,2020-04-15 22:02:00 UTC,research,38.4468914658,-122.8362875042,61,,,61,Nannopterum auritum,Double-crested Cormorant
2020-04-16,2020-04-16 21:43:00 UTC,research,32.6723225263,-117.0232566954,8,,,8,Nannopterum auritum,Double-crested Cormorant
2020-04-16,2020-04-17 01:45:42 UTC,research,33.7306057429,-116.3803681267,5,,,5,Nycticorax nycticorax,Black-crowned Night Heron
2020-04-14,2020-04-15 00:15:00 UTC,research,37.1813160258,-120.6010809717,31,,,31,Buteo swainsoni,Swainson's Hawk
2020-04-16,2020-04-16 15:16:29 UTC,research,37.7421080741,-122.2100490892,5,,,5,Nycticorax nycticorax,Black-crowned Night Heron
2020-04-14,2020-04-15 00:23:00 UTC,research,37.1858384,-120.6202396,73,,,73,Buteo swainsoni,Swainson's Hawk
2020-04-15,2020-04-15 22:30:00 UTC,research,37.4458062266,-121.8097999854,31,,,31,Pica nuttalli,Yellow-billed Magpie
2020-04-16,2020-04-16 15:38:00 UTC,research,34.0295990597,-117.0271614716,10,,,28874,Buteo swainsoni,Swainson's Hawk
2020-04-16,2020-04-16 22:13:00 UTC,research,37.2418990819,-121.6689986065,31,,,31,Pica nuttalli,Yellow-billed Magpie
2020-04-10,2020-04-11 01:32:00 UTC,research,34.0064292399,-118.2924833337,25,,,28874,Buteo swainsoni,Swainson's Hawk
2020-04-16,2020-04-16 23:37:26 UTC,research,34.55018333,-117.711455,4,,,28818,Lanius ludovicianus,Loggerhead Shrike
2020-04-16,2020-04-16 13:35:00 UTC,research,33.9530666667,-116.9963083333,5,,,5,Accipiter striatus,Sharp-shinned Hawk
2020-04-17,2020-04-17 14:16:09 UTC,research,39.49695333,-121.65064167,5,,,5,Pandion haliaetus,Osprey
2020-04-17,2020-04-17 15:03:11 UTC,research,33.468825,-117.668105,5,,,5,Nycticorax nycticorax,Black-crowned Night Heron
2020-04-11,2020-04-12 01:04:58 UTC,research,38.10739231,-121.91917707,4,,,4,Circus hudsonius,Northern Harrier
2020-04-16,2020-04-16 22:28:16 UTC,research,39.8920083694,-120.4789924622,5675,,,5675,Haliaeetus leucocephalus,Bald Eagle
2020-04-17,2020-04-17 15:58:28 UTC,research,40.87958833,-124.1305,5,,,5,Calidris canutus,Red Knot
2020-04-17,2020-04-17 15:33:00 UTC,research,37.503315,-122.47867,,,,,Nannopterum auritum,Double-crested Cormorant
2020-04-17,2020-04-17 20:07:18 UTC,research,33.8010510861,-118.0977335821,13,,,13,Nycticorax nycticorax,Black-crowned Night Heron
2020-03-06,2020-03-06 07:28:07 UTC,research,41.86351333,-120.09422217,4,,,4,Haliaeetus leucocephalus,Bald Eagle
2020-04-17,2020-04-17 15:22:00 UTC,research,33.8383579446,-117.7204480182,8,,,28902,Vireo bellii pusillus,Least Bell's Vireo
2020-04-17,2020-04-17 16:05:00 UTC,research,38.5839786039,-121.3302579153,32,,,32,Charadrius vociferus,Killdeer
2020-04-13,2020-04-14 00:40:00 UTC,research,38.6189241853,-121.3069474719,35,,,35,Tringa melanoleuca,Greater Yellowlegs
2020-04-14,,research,39.5980037,-121.5556526,1807,,,1807,Circus hudsonius,Northern Harrier
2020-04-17,2020-04-17 17:44:05 UTC,research,37.4567225278,-122.1089507778,,,,,Nycticorax nycticorax,Black-crowned Night Heron
2020-04-17,2020-04-17 16:10:00 UTC,research,33.8039431298,-117.7633914108,31,,,31,Contopus cooperi,Olive-sided Flycatcher
2020-04-14,2020-04-15 00:58:57 UTC,research,37.4202408359,-122.0169768399,16,,,16,Nycticorax nycticorax,Black-crowned Night Heron
2020-04-17,2020-04-17 21:44:53 UTC,research,37.5471584908,-118.6905783881,191,,,191,Coccothraustes vespertinus,Evening Grosbeak
2020-04-12,2020-04-13 02:08:35 UTC,research,37.8036564395,-122.4475184208,55,,,55,Nycticorax nycticorax,Black-crowned Night Heron
2020-04-17,2020-04-17 21:00:00 UTC,research,34.4281935915,-119.7108636074,231,,,231,Nannopterum auritum,Double-crested Cormorant
2020-03-13,,research,38.5889316665,-121.3318338892,,,,,Tringa melanoleuca,Greater Yellowlegs
2020-04-17,2020-04-18 00:43:40 UTC,research,37.8035653629,-122.4474089584,14,,,14,Nycticorax nycticorax,Black-crowned Night Heron
2020-04-17,2020-04-17 21:36:00 UTC,research,36.975967797,-121.9267977806,31,,,31,Nannopterum auritum,Double-crested Cormorant
2020-04-17,2020-04-17 22:42:00 UTC,research,34.2069110485,-117.8647116546,33,,,33,Haliaeetus leucocephalus,Bald Eagle
2020-04-17,2020-04-17 21:10:00 UTC,research,38.5673516667,-121.7399966667,,,,,Buteo swainsoni,Swainson's Hawk
2020-04-17,2020-04-18 01:03:00 UTC,research,40.7779978062,-124.149199304,15,,,15,Aneides vagrans,Wandering Salamander
2020-04-17,2020-04-17 21:40:00 UTC,research,38.5682316667,-121.7407516667,,,,,Buteo swainsoni,Swainson's Hawk
2020-04-17,2020-04-17 22:21:50 UTC,research,40.9086995295,-124.005148308,5,,,27877,Aneides vagrans,Wandering Salamander
2020-04-17,2020-04-17 21:00:00 UTC,research,38.228101048,-122.7286631945,4439,,,28270,Lanius ludovicianus,Loggerhead Shrike
2020-04-17,2020-04-18 00:41:00 UTC,research,38.2264463609,-122.8693025693,244,,,28270,Strix occidentalis,Spotted Owl
2020-04-17,2020-04-17 18:46:00 UTC,research,37.8675460384,-122.2398142246,15,,,15,Calypte costae,Costa's Hummingbird
2020-04-17,2020-04-18 02:00:15 UTC,research,39.0390067473,-121.0563507164,1338,,,1338,Pica nuttalli,Yellow-billed Magpie
2020-04-17,2020-04-17 15:21:00 UTC,research,34.0298258447,-117.0530514871,,,,28874,Calypte costae,Costa's Hummingbird
2020-04-17,2020-04-17 18:22:00 UTC,research,37.4425116816,-121.9156296654,43,,,43,Nycticorax nycticorax,Black-crowned Night Heron
2020-04-17,2020-04-17 18:25:00 UTC,research,37.442581355,-121.9155460805,54,,,54,Nycticorax nycticorax,Black-crowned Night Heron
2020-04-17,2020-04-17 21:41:00 UTC,research,38.5178243934,-121.7623271069,8,,,8,Buteo swainsoni,Swainson's Hawk
2020-04-17,2020-04-17 23:15:00 UTC,research,38.5185523376,-121.7598231735,8,,,8,Buteo swainsoni,Swainson's Hawk
2020-04-17,2020-04-18 06:00:00 UTC,research,38.6370688147,-121.8225408307,473,,,473,Buteo swainsoni,Swainson's Hawk
2020-04-17,2020-04-17 23:26:16 UTC,research,37.9563587134,-122.4222246337,504,,,28329,Pandion haliaetus,Osprey
2020-04-17,2020-04-17 21:16:00 UTC,research,33.9027260118,-117.2353288808,,,,28902,Contopus cooperi,Olive-sided Flycatcher
2020-04-17,2020-04-17 17:41:07 UTC,research,39.45580333,-121.64855333,5,,,28090,Pandion haliaetus,Osprey
2020-04-17,2020-04-17 17:42:29 UTC,research,39.45122167,-121.65744667,5,,,28090,Pandion haliaetus,Osprey
2020-04-17,2020-04-17 18:20:00 UTC,research,37.4425432406,-121.9155974789,51,,,51,Nycticorax nycticorax,Black-crowned Night Heron
2020-04-16,,research,38.622163364,-121.0435649065,,,,28210,Haliaeetus leucocephalus,Bald Eagle
2020-04-17,2020-04-17 18:35:00 UTC,research,37.4430032276,-121.9123466416,106,,,106,Haliaeetus leucocephalus,Bald Eagle
2020-04-17,2020-04-18 06:00:43 UTC,research,32.7773599781,-116.5729518125,9,,,29066,Anaxyrus californicus,Arroyo Toad
2020-04-17,2020-04-17 19:48:00 UTC,research,33.9684663068,-118.43055171,459,,,459,Selasphorus rufus,Rufous Hummingbird
2020-04-16,2020-04-17 01:03:00 UTC,research,36.9659710166,-122.0127809325,30,,,30,Falco peregrinus,Peregrine Falcon
2020-04-16,2020-04-16 14:51:55 UTC,research,32.6352949646,-116.8092471039,5,,,29066,Spea hammondii,Western Spadefoot
2020-04-13,2020-04-14 01:28:49 UTC,research,37.7684203406,-122.5009702044,113,,,113,Selasphorus rufus,Rufous Hummingbird
2020-04-17,2020-04-17 16:37:00 UTC,research,32.6964248389,-116.5240403144,31,,,31,Nycticorax nycticorax,Black-crowned Night Heron
2020-04-18,2020-04-18 15:30:39 UTC,research,35.2705689589,-120.8886425735,18,,,18,Pelecanus occidentalis,Brown Pelican
2020-04-03,2020-04-04 04:06:00 UTC,research,37.9577087555,-122.3172147089,2,,,2,Selasphorus rufus,Rufous Hummingbird
2020-04-18,2020-04-18 16:02:52 UTC,research,34.413071649,-117.8510334715,11,,,11,Falco peregrinus,Peregrine Falcon
2020-04-15,2020-04-15 19:43:00 UTC,research,34.6130559706,-117.890805024,61,,,28790,Lanius ludovicianus,Loggerhead Shrike
2020-04-17,2020-04-17 20:43:00 UTC,research,33.9996954733,-117.794087287,31,,,28902,Vireo bellii pusillus,Least Bell's Vireo
2020-04-17,2020-04-17 19:11:00 UTC,research,33.8017290309,-117.7629188183,8,,,8,Contopus cooperi,Olive-sided Flycatcher
2020-04-17,2020-04-18 03:23:53 UTC,research,32.6192373742,-116.6872561609,8,,,29066,Spea hammondii,Western Spadefoot
2020-03-02,2020-03-02 16:18:00 UTC,research,38.0189470833,-119.165849646,611,,,611,Coccothraustes vespertinus,Evening Grosbeak
2020-04-16,2020-04-16 12:24:18 UTC,research,41.3873398162,-123.5607819033,22,,,27816,Rana boylii,Foothill Yellow-legged Frog
2020-04-18,2020-04-18 14:18:00 UTC,research,37.5040816667,-122.4958583333,,,,,Nycticorax nycticorax,Black-crowned Night Heron
2020-04-18,2020-04-18 15:16:00 UTC,research,37.4990583333,-122.4956866667,,,,,Pelecanus occidentalis,Brown Pelican
2020-04-18,2020-04-18 15:37:00 UTC,research,37.4970616667,-122.4959216667,,,,,Nannopterum auritum,Double-crested Cormorant
2020-04-18,2020-04-18 17:26:21 UTC,research,38.2580325175,-121.5034162626,2104,,,28270,Pandion haliaetus,Osprey
2020-04-18,2020-04-18 19:54:09 UTC,research,40.8101149531,-124.1103566878,65,,,27877,Rana aurora,Northern Red-legged Frog
2020-04-18,2020-04-18 20:20:50 UTC,research,37.0998305,-121.57544667,4,,,4,Pica nuttalli,Yellow-billed Magpie
2020-04-16,2020-04-16 17:35:11 UTC,research,38.2464070681,-122.5102966778,5,,,28270,Rana draytonii,California Red-legged Frog
2020-04-15,2020-04-15 19:06:24 UTC,research,38.2580325175,-121.5034162626,4208,,,4208,Buteo swainsoni,Swainson's Hawk
2020-04-18,2020-04-18 18:17:00 UTC,research,38.5964283333,-121.7375216667,,,,,Circus hudsonius,Northern Harrier
2020-04-17,2020-04-18 00:37:00 UTC,research,33.4676691,-117.6618442,195,,,195,Falco peregrinus,Peregrine Falcon
2020-04-17,2020-04-17 20:10:00 UTC,research,35.0923270391,-119.7330545343,4,,,28734,Lanius ludovicianus,Loggerhead Shrike
2020-04-17,2020-04-17 23:52:00 UTC,research,34.9431553746,-119.4109513986,61,,,61,Agelaius tricolor,Tricolored Blackbird
2020-04-18,2020-04-18 21:41:39 UTC,research,38.91466333,-119.99880333,65,,,65,Dryobates albolarvatus,White-headed Woodpecker
2020-04-18,2020-04-18 17:57:00 UTC,research,34.1925292,-118.1768178,193,,,193,Ammospiza leconteii,LeConte's Sparrow
2020-04-17,2020-04-17 16:14:00 UTC,research,38.545406709,-121.6085267607,1810,,,1810,Limnodromus scolopaceus,Long-billed Dowitcher
2020-04-18,2020-04-18 22:00:17 UTC,research,37.9082564511,-122.3261176927,9,,,9,Rallus obsoletus,Ridgway's Rail
2020-04-18,2020-04-18 19:56:31 UTC,research,37.4082756324,-122.0637308607,65,,,65,Falco peregrinus,Peregrine Falcon
2020-04-18,2020-04-18 18:10:00 UTC,research,34.1909536048,-118.1749454745,6,,,6,Ammospiza leconteii,LeConte's Sparrow
2020-04-18,2020-04-18 17:54:46 UTC,research,37.363705,-122.177795,48,,,48,Nannopterum auritum,Double-crested Cormorant
2020-04-18,2020-04-18 18:21:00 UTC,research,34.1836499554,-117.8735876685,29,,,29,Haliaeetus leucocephalus,Bald Eagle
2020-04-18,2020-04-18 19:04:00 UTC,research,34.2069543422,-117.8644136479,63,,,63,Haliaeetus leucocephalus,Bald Eagle
2020-04-18,2020-04-18 21:12:50 UTC,research,37.9257383168,-122.2090682706,1015,,,1015,Accipiter striatus,Sharp-shinned Hawk
2020-04-18,2020-04-18 18:37:00 UTC,research,37.4049747024,-121.9544407891,60,,,60,Contopus cooperi,Olive-sided Flycatcher
2020-04-18,2020-04-18 17:56:00 UTC,research,34.1566883333,-117.2841383333,,,,,Calypte costae,Costa's Hummingbird
2020-04-16,2020-04-16 20:26:00 UTC,research,37.6317382605,-122.0356720719,191,,,191,Selasphorus rufus,Rufous Hummingbird
2020-04-12,2020-04-13 01:46:21 UTC,research,37.0595289914,-121.0594134405,535,,,535,Buteo swainsoni,Swainson's Hawk
2020-04-18,2020-04-18 17:27:30 UTC,research,33.90857833,-117.93486167,5,,,5,Nycticorax nycticorax,Black-crowned Night Heron
2020-04-13,,research,38.651433,-121.218278,194,,,194,Pica nuttalli,Yellow-billed Magpie
2020-04-17,2020-04-18 06:00:00 UTC,research,38.5306900113,-121.7802579051,483,,,483,Pica nuttalli,Yellow-billed Magpie
2020-04-18,2020-04-18 19:17:46 UTC,research,41.9664339129,-124.1667335945,10,,,27723,Ascaphus truei,Coastal Tailed Frog
2020-04-18,2020-04-19 01:18:16 UTC,research,41.8874611338,-123.6502038098,30,,,27723,Rana boylii,Foothill Yellow-legged Frog
2020-04-18,2020-04-18 19:23:52 UTC,research,41.9633536883,-124.0827533745,10,,,27723,Ascaphus truei,Coastal Tailed Frog
2020-04-18,2020-04-18 19:34:38 UTC,research,41.8473714156,-124.0932376834,10,,,27723,Ascaphus truei,Coastal Tailed Frog
2020-04-18,2020-04-18 18:21:27 UTC,research,41.8213432756,-124.1766391909,5,,,27723,Rhyacotriton variegatus,Southern Torrent Salamander
2020-04-17,,research,37.8675266667,-122.2400466667,,,,,Calypte costae,Costa's Hummingbird
2020-04-18,,research,37.918185,-121.9441666667,,,,,Contopus cooperi,Olive-sided Flycatcher
2020-04-19,2020-04-19 08:55:05 UTC,research,32.682415904,-117.2200487911,8172,,,8172,Larus heermanni,Heermann's Gull
2020-04-19,2020-04-19 15:24:29 UTC,research,37.8003451182,-122.3267385924,5,,,5,Thalasseus elegans,Elegant Tern
2020-03-05,2020-03-05 20:15:36 UTC,research,38.3055571978,-122.4616661114,263,,,28270,Dicamptodon ensatus,California Giant Salamander
2020-04-18,2020-04-18 18:34:00 UTC,research,37.3358112885,-121.9202258807,31,,,31,Selasphorus rufus,Rufous Hummingbird
2020-04-18,2020-04-18 16:45:00 UTC,research,35.6452384769,-118.3594270342,,,,,Selasphorus rufus,Rufous Hummingbird
2020-04-18,2020-04-18 15:50:00 UTC,research,35.6452384769,-118.3594270342,,,,,Selasphorus rufus,Rufous Hummingbird
2020-04-17,2020-04-17 23:38:00 UTC,research,35.6452384769,-118.3594270342,,,,,Selasphorus rufus,Rufous Hummingbird
2020-04-18,2020-04-18 18:22:00 UTC,research,37.9184305444,-121.9439529103,8,,,8,Contopus cooperi,Olive-sided Flycatcher
2020-04-19,2020-04-19 17:32:42 UTC,research,33.916205,-117.97019167,5,,,5,Nycticorax nycticorax,Black-crowned Night Heron
2020-04-19,2020-04-19 19:35:39 UTC,research,34.35053333,-117.61849167,5,,,5,Dryobates albolarvatus,White-headed Woodpecker
2020-04-19,2020-04-19 19:57:00 UTC,research,37.3047598514,-121.915362315,8,,,8,Contopus cooperi,Olive-sided Flycatcher
2020-04-19,2020-04-19 21:54:48 UTC,research,34.2732995237,-119.303567838,5,,,5,Pelecanus occidentalis,Brown Pelican
2020-04-12,2020-04-12 16:19:00 UTC,research,37.1702556198,-122.3660727993,2,,,2,Pelecanus occidentalis,Brown Pelican
2020-04-19,2020-04-19 20:43:00 UTC,research,37.2824665,-121.8124803,221,,,221,Nannopterum auritum,Double-crested Cormorant
2020-04-12,2020-04-12 16:49:00 UTC,research,37.171913353,-122.3674599199,8,,,8,Falco peregrinus,Peregrine Falcon
2020-04-19,2020-04-19 21:12:33 UTC,research,33.7683900392,-116.3670527979,65,,,65,Calypte costae,Costa's Hummingbird
2020-04-19,2020-04-19 20:06:00 UTC,research,37.5670420975,-122.2802932171,15,,,15,Nannopterum auritum,Double-crested Cormorant
2020-04-18,2020-04-19 01:00:00 UTC,research,37.8454353562,-122.2286619497,6,,,6,Nycticorax nycticorax,Black-crowned Night Heron
2020-04-19,2020-04-19 23:09:39 UTC,research,37.8068200804,-122.2562796728,48,,,48,Nycticorax nycticorax,Black-crowned Night Heron
2020-04-19,2020-04-19 23:40:27 UTC,research,38.50268,-121.74762,,,,,Buteo swainsoni,Swainson's Hawk
2020-04-19,2020-04-19 18:01:00 UTC,research,38.553285,-121.6301366667,,,,,Circus hudsonius,Northern Harrier
2020-04-15,2020-04-15 23:48:00 UTC,research,33.6721810875,-116.2556755852,2,,,2,Calypte costae,Costa's Hummingbird
2020-04-19,2020-04-19 19:14:55 UTC,research,33.9877133766,-116.6559688747,533,,,533,Polioptila melanura,Black-tailed Gnatcatcher
2020-04-19,2020-04-19 17:47:00 UTC,research,38.5370614612,-121.2353039688,20,,,20,Botaurus lentiginosus,American Bittern
2020-04-19,2020-04-19 17:44:00 UTC,research,38.5369899218,-121.2352715994,20,,,20,Botaurus lentiginosus,American Bittern
2020-04-19,2020-04-19 18:52:00 UTC,research,36.5977083,-121.8856079,165,,,165,Nycticorax nycticorax,Black-crowned Night Heron
2020-04-19,2020-04-20 02:19:26 UTC,research,37.5473839689,-122.2422992527,5,,,5,Nycticorax nycticorax,Black-crowned Night Heron
2020-04-19,2020-04-19 19:01:00 UTC,research,36.5977083,-121.8856079,165,,,165,Nannopterum auritum,Double-crested Cormorant
2020-04-19,2020-04-20 02:33:41 UTC,research,37.8036007332,-122.4474225753,10,,,10,Nycticorax nycticorax,Black-crowned Night Heron
2020-04-19,2020-04-20 02:35:25 UTC,research,37.8035694268,-122.4475322106,10,,,10,Nycticorax nycticorax,Black-crowned Night Heron
2020-04-12,2020-04-12 20:57:00 UTC,research,34.5700421844,-118.6912384132,15,,,15,Falco peregrinus,Peregrine Falcon
2020-04-19,2020-04-19 23:05:00 UTC,research,37.439683538,-121.9632065085,857,,,857,Nycticorax nycticorax,Black-crowned Night Heron
2020-04-19,2020-04-19 20:14:17 UTC,research,41.8582308713,-123.6056105629,10,,,27723,Rhyacotriton variegatus,Southern Torrent Salamander
2020-04-19,2020-04-19 19:14:51 UTC,research,41.9881839135,-123.7547241887,10,,,27723,Plethodon elongatus,Del Norte Salamander
2020-04-19,2020-04-19 17:50:54 UTC,research,41.9177898419,-123.6884849285,5005,,,27723,Rhyacotriton variegatus,Southern Torrent Salamander
2020-04-19,2020-04-19 15:54:14 UTC,research,41.8566992913,-123.7349608421,10,,,27723,Rhyacotriton variegatus,Southern Torrent Salamander
2020-04-19,2020-04-19 22:46:00 UTC,research,38.6421976046,-121.5478919819,307,,,307,Botaurus lentiginosus,American Bittern
2020-04-18,2020-04-18 18:42:00 UTC,research,41.2298294241,-124.0410376713,,,,27816,Rana aurora,Northern Red-legged Frog
2020-04-19,2020-04-19 23:43:51 UTC,research,38.8748604994,-122.7590464908,8,,,28181,Aneides flavipunctatus,Speckled Black Salamander
2020-04-19,,research,38.1218568985,-122.5012432043,700,,,28300,Circus hudsonius,Northern Harrier
2020-04-19,2020-04-19 17:51:02 UTC,research,38.44677833,-122.834075,32,,,32,Nannopterum auritum,Double-crested Cormorant
2020-04-09,2020-04-09 15:16:00 UTC,research,37.4471677,-121.8478095,1052,,,1052,Pica nuttalli,Yellow-billed Magpie
2020-04-19,2020-04-19 18:10:00 UTC,research,38.5282409781,-121.7614162661,31,,,31,Buteo swainsoni,Swainson's Hawk
2020-04-20,2020-04-20 15:30:24 UTC,research,37.807745,-122.42661333,27,,,27,Nycticorax nycticorax,Black-crowned Night Heron
2020-04-19,2020-04-19 21:53:00 UTC,research,37.5758506283,-122.2983954316,61,,,28388,Pandion haliaetus,Osprey
2020-04-18,2020-04-19 06:16:00 UTC,research,39.18090505,-122.05315641,488,,,488,Nycticorax nycticorax,Black-crowned Night Heron
2020-04-19,2020-04-19 07:33:00 UTC,research,39.18090505,-122.05315641,488,,,488,Botaurus lentiginosus,American Bittern
2020-04-19,2020-04-19 07:36:00 UTC,research,39.18090505,-122.05315641,488,,,488,Botaurus lentiginosus,American Bittern
2020-04-11,2020-04-11 21:31:05 UTC,research,38.08926383,-122.28623833,5,,,5,Circus hudsonius,Northern Harrier
2020-04-20,2020-04-20 20:41:00 UTC,research,33.9883177,-116.655754,225,,,225,Calypte costae,Costa's Hummingbird
2020-04-18,2020-04-19 01:39:10 UTC,research,38.6370463463,-121.2341654821,51,,,51,Buteo swainsoni,Swainson's Hawk
2020-04-17,2020-04-17 21:16:37 UTC,research,38.8031491856,-123.2200500873,29,,,28181,Rana boylii,Foothill Yellow-legged Frog
2020-04-20,2020-04-20 16:38:00 UTC,research,37.3047598514,-121.915362315,8,,,8,Contopus cooperi,Olive-sided Flycatcher
2020-04-20,2020-04-20 21:58:00 UTC,research,33.1580933,-117.3505939,12805,,,29012,Pandion haliaetus,Osprey
2020-04-12,2020-04-12 21:13:46 UTC,research,37.3414649649,-121.7196710408,263,,,263,Pica nuttalli,Yellow-billed Magpie
2020-04-19,2020-04-19 16:20:18 UTC,research,38.719395,-121.100075,5,,,5,Haliaeetus leucocephalus,Bald Eagle
2020-04-19,2020-04-20 01:20:00 UTC,research,32.5585489197,-117.0761951591,4,,,4,Circus hudsonius,Northern Harrier
2020-04-20,2020-04-20 16:58:00 UTC,research,37.455771451,-122.1010734547,15,,,15,Rallus obsoletus,Ridgway's Rail
2020-04-19,2020-04-19 19:24:00 UTC,research,34.190834175,-118.1748490555,30,,,30,Ammospiza leconteii,LeConte's Sparrow
2020-04-20,2020-04-20 17:37:31 UTC,research,39.5394061831,-123.6098532437,1897,,,28090,Taricha rivularis,Red-bellied Newt
2020-04-20,2020-04-20 18:30:33 UTC,research,34.1894214976,-118.1747276104,406,,,406,Ammospiza leconteii,LeConte's Sparrow
2020-04-20,2020-04-20 19:45:54 UTC,research,39.4184626213,-123.621105316,10,,,28090,Taricha rivularis,Red-bellied Newt
2020-04-19,2020-04-19 17:23:18 UTC,research,38.1631986548,-121.3141632825,526,,,526,Buteo swainsoni,Swainson's Hawk
2020-04-20,2020-04-21 03:41:00 UTC,research,33.648434,-117.6979916,195,,,195,Contopus cooperi,Olive-sided Flycatcher
2020-04-20,2020-04-21 00:10:27 UTC,research,40.9940323719,-124.1339662606,,,,27877,Rana boylii,Foothill Yellow-legged Frog
2020-04-18,2020-04-18 21:14:05 UTC,research,39.7772777778,-121.7756972222,,,,,Haliaeetus leucocephalus,Bald Eagle
2020-04-20,2020-04-20 17:13:00 UTC,research,34.1909051695,-118.1749509825,92,,,92,Ammospiza leconteii,LeConte's Sparrow
2020-03-18,2020-03-18 20:52:48 UTC,research,34.0002510436,-119.7640789873,7303,,,7303,Aphelocoma insularis,Island Scrub-Jay
2020-03-06,2020-03-07 00:21:41 UTC,research,34.0013585894,-119.7604709731,9188,,,9188,Aphelocoma insularis,Island Scrub-Jay
2020-04-20,2020-04-20 21:52:00 UTC,research,38.5902116667,-121.731225,,,,,Pica nuttalli,Yellow-billed Magpie
2020-04-04,2020-04-04 18:15:08 UTC,research,33.5955744592,-117.7540742389,296,,,296,Accipiter striatus,Sharp-shinned Hawk
2020-04-20,2020-04-20 13:43:52 UTC,research,37.7397288932,-122.5079726732,67,,,67,Pelecanus occidentalis,Brown Pelican
2020-04-20,2020-04-20 22:47:00 UTC,research,38.5977233333,-121.739395,,,,,Circus hudsonius,Northern Harrier
2020-04-20,2020-04-20 22:59:00 UTC,research,38.5936816667,-121.7356783333,,,,,Circus hudsonius,Northern Harrier
2020-04-20,2020-04-20 22:48:00 UTC,research,38.5974283333,-121.7390766667,,,,,Circus hudsonius,Northern Harrier
2020-04-20,2020-04-20 22:48:00 UTC,research,38.5974283333,-121.7390766667,,,,,Circus hudsonius,Northern Harrier
2020-04-20,2020-04-21 04:10:06 UTC,research,33.97326333,-118.44982833,4,,,4,Nycticorax nycticorax,Black-crowned Night Heron
2020-04-19,2020-04-20 04:36:56 UTC,research,32.8503905998,-117.2731682622,631,,,631,Pelecanus occidentalis,Brown Pelican
2020-04-20,2020-04-21 00:54:00 UTC,research,37.0866184281,-122.0626613163,19,,,19,Contopus cooperi,Olive-sided Flycatcher
2020-03-27,2020-03-27 21:52:13 UTC,research,32.8018684707,-117.2569486915,96,,,29039,Pandion haliaetus,Osprey
2020-04-19,2020-04-19 21:35:00 UTC,research,37.570968112,-120.1579172582,61,,,61,Selasphorus rufus,Rufous Hummingbird
2020-04-09,2020-04-09 20:52:50 UTC,research,35.1616666667,-120.6777777778,,,,,Falco peregrinus,Peregrine Falcon
2020-04-19,2020-04-19 13:15:46 UTC,research,41.3359658348,-123.4047313001,22,,,22,Haliaeetus leucocephalus,Bald Eagle
2020-04-18,2020-04-18 19:07:00 UTC,research,34.038541933,-118.5835419997,10,,,10,Thalasseus elegans,Elegant Tern
2020-04-15,2020-04-15 11:41:29 UTC,research,38.2435239093,-122.6373401391,48,,,48,Selasphorus rufus,Rufous Hummingbird
2020-04-17,2020-04-17 16:59:46 UTC,research,34.1909321749,-118.1749603803,44,,,44,Ammospiza leconteii,LeConte's Sparrow
2020-04-15,2020-04-16 04:28:14 UTC,research,39.7140341951,-121.8669858563,5,,,28060,Spea hammondii,Western Spadefoot
